45,00,0028,0000,4000,40,06,3694,82d0f6aa,93b6f70a,056c665800000000f0826fbc50140000df900000, 7017
45,00,004c,27ca,4000,40,11,206a,82d0f6aa,82d0f621,ea27007b0038f2b623000720000000000000000000000000000000000000000000000000000000000000000000000000beca62b7960247bb, 7017
45,20,0028,0000,4000,40,06,07a8,82d0f6aa,2531945c,0c32b01a000000009dac634550140000bf890000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,e17a,82d0f6aa,c6eb18ef,0777d84100000000898f7ae450140000724e0000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,004c,07ab,4000,40,11,4069,82d0f6aa,82d0f641,85e7007b0038f2d623000620000000000000000000000000000000000000000000000000000000000000000000000000cb7203b891dd3116, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,f365,82d0f6aa,470686e9,1f93b875000000009a42395c50140000bcbe0000, 7017
45,00,0028,0000,4000,40,06,0354,82d0f6aa,34b4894d,2364b14900000000bc3b678f501400007fdb0000, 7017
45,c0,0044,a5e5,0000,40,01,6fd1,82d0f6aa,bd2d2d9a,030d61500000000045000028a3750000e906ca17bd2d2d9a82d0f6aab70101bd3be054620000000050020400fe9e0000, 7017
45,00,0053,da77,0000,40,11,1698,82d0f6aa,08080808,89630035003f89dbddb801000001000000000001033135340234350234350331383907696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,a4aa,82d0f6aa,c4fb57af,0016c99a00000000acbb62395014000041050000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,c0,0048,6a78,0000,40,01,4158,82d0f6aa,d1268383,030dcb36000000004500002c83a2000068060105d126838382d0f6aa6658013a24de53c6000000006002722677a40000020405b4, 7017
45,00,004c,a52f,4000,40,11,a2e4,82d0f6aa,82d0f641,85c5007b0038f2d623000620000000000000000000000000000000000000000000000000000000000000000000000000525d3baae377a54c, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,004a,14b1,0000,40,11,dc67,82d0f6aa,08080808,83220035003689d22a5f010000010000000000010d6665646f726170726f6a656374036f726700001c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,88dd,82d0f6aa,a75e9119,22b88e4600000000508e44b850140000b7980000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,004c,0474,4000,40,11,43c0,82d0f6aa,82d0f621,b63a007b0038f2b623000720000000000000000000000000000000000000000000000000000000000000000000000000279d7a7fd2218f55, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,1be9,82d0f6aa,5b8649e6,11b3cc2600000000f88f1a6250140000a01d0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,004c,8b6a,4000,40,11,bca9,82d0f6aa,82d0f641,8cf4007b0038f2d62300062000000000000000000000000000000000000000000000000000000000000000000000000005a2c9b8812fb38b, 7017
45,00,0028,0000,4000,40,06,989a,82d0f6aa,92be95fc,171d6658000000008850f2505014000015840000, 7017
45,40,0028,0000,4000,40,06,cc87,82d0f6aa,c2b431d9,1f64df3800000000b98c2f53501400005a4b0000, 7017
45,c0,0044,7be2,0000,40,01,900f,82d0f6aa,c2b431d8,030d6b150000000045400028d2790000f106890ec2b431d882d0f6aadde6006ca70124bf000000005002040093c70000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,004a,9f53,0000,40,11,51c5,82d0f6aa,08080808,ca700035003689d23750010000010000000000010d6665646f726170726f6a656374036f7267000001000100002905c0000000000000, 7017
45,00,003c,3fad,4000,40,06,ac1b,82d0f6aa,129cc2dc,ca640050c23a838400000000a002faf04f220000020405b40402080acae885b20000000001030307, 7017
45,00,0034,3fae,4000,40,06,ac22,82d0f6aa,129cc2dc,ca640050c23a838505de0e1d801001f64f1a00000101080acae885e1ade4cccd, 7017
45,00,0091,3faf,4000,40,06,abc4,82d0f6aa,129cc2dc,ca640050c23a838505de0e1d801801f64f7700000101080acae885e1ade4cccd474554202f7374617469632f686f7473706f742e74787420485454502f312e310d0a486f73743a206665646f726170726f6a6563742e6f72670d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a, 7017
45,00,0034,3fb0,4000,40,06,ac20,82d0f6aa,129cc2dc,ca640050c23a83e205de0fba801001f54f1a00000101080acae88610ade4ccfd, 7017
45,00,0034,3fb1,4000,40,06,ac1f,82d0f6aa,129cc2dc,ca640050c23a83e205de0fbb801101f54f1a00000101080acae88611ade4ccfd, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,c0,0048,cce6,0000,40,01,c0a9,82d0f6aa,d5d19d18,030de976000000004500002c17690000ea06ccfdd5d19d1882d0f6aabd360050c89ce193000000006002040140090000020405b4, 7017
45,00,0054,f7c6,0000,40,11,f947,82d0f6aa,08080808,cbaf0035004089dc88690100000100000000000102323403313537033230390332313307696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0058,f0a5,0000,40,01,d63f,82d0f6aa,a75e9226,030db021000000004500003cbc56000031061a66a75e922682d0f6aa74f4003b89f7abd400000000a002a564523b0000020405b40402080a68f6896b000000000103030a, 7017
45,00,0028,0000,4000,40,06,fdec,82d0f6aa,cf5af40d,0c4a66580000000026fe8b9d501400004daf0000, 7017
45,00,004c,480a,4000,40,11,000a,82d0f6aa,82d0f641,b03e007b0038f2d6230006200000000000000000000000000000000000000000000000000000000000000000000000002ec5ef2a7982b061, 7017
45,00,0028,0000,4000,40,06,88e4,82d0f6aa,a75e9112,05998c18000000007f010c3250140000e0ff0000, 7017
45,00,004c,bf67,4000,40,11,88cc,82d0f6aa,82d0f621,a944007b0038f2b623000720000000000000000000000000000000000000000000000000000000000000000000000000244a66254b7b0e57, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,5f76,82d0f6aa,c72d9ab1,1776f63400000000d56b1ad550140000d68a0000, 7017
45,00,0054,47bd,0000,40,11,a951,82d0f6aa,08080808,a7770035004089dc089a0100000100000000000103313737033135340234350331393907696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,004c,d6a0,4000,40,11,7173,82d0f6aa,82d0f641,bad4007b0038f2d62300062000000000000000000000000000000000000000000000000000000000000000000000000002392c199e46b83b, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,c0,0050,e588,0000,40,01,150f,82d0f6aa,87ed7ded,030d7c6f000000004500003458db00002b06b79387ed7ded82d0f6aaae430058410ed349000000008002ffff2cdb0000020405a00103030801010402, 7017
45,00,0055,46ba,0000,40,11,aa53,82d0f6aa,08080808,d4470035004189ddaf1f010000010000000000010332333703313235033233370331333507696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,60,0028,0000,4000,40,06,875e,82d0f6aa,a2d896be,26e0cf06000000001b939c25501400004f1f0000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,a4aa,82d0f6aa,c4fb57af,001696d500000000c187f22a50140000cf0c0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,fde2,82d0f6aa,cf5af417,14876658000000004687fde450140000b3970000, 7017
45,00,004c,99e1,4000,40,11,ae32,82d0f6aa,82d0f641,8c15007b0038f2d623000620000000000000000000000000000000000000000000000000000000000000000000000000ea8b297d90f5924c, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,46f9,82d0f6aa,398140db,24b5b34a000000000c2d513b5014000086910000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,40,0028,0000,4000,40,06,ce21,82d0f6aa,c2b4303f,08afcb9300000000cfe1bad350140000e4690000, 7017
45,00,004c,9aa0,4000,40,11,ad93,82d0f6aa,82d0f621,bc1d007b0038f2b62300072000000000000000000000000000000000000000000000000000000000000000000000000016f59789d449a6cb, 7017
45,00,004a,ad75,0000,40,11,43a3,82d0f6aa,08080808,eb710035003689d27f63010000010000000000010d6665646f726170726f6a656374036f726700001c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,004c,da5b,4000,40,11,6db8,82d0f6aa,82d0f641,8b80007b0038f2d623000620000000000000000000000000000000000000000000000000000000000000000000000000379891bc3cb3ca22, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,60,0028,0000,4000,40,06,87b9,82d0f6aa,a2d89663,264acb9d0000000078cb87e5501400000a810000, 7017
45,00,0054,ef14,0000,40,11,01fa,82d0f6aa,08080808,9bb40035004089dccff30100000100000000000102393903313530033231360331363207696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,57ce,82d0f6aa,33443643,13eb8ddb000000001216221050140000f6e10000, 7017
45,00,0028,0000,4000,40,06,be03,82d0f6aa,b99c49b5,1acea65a000000004e82848c501400009ecc0000, 7017
45,00,0028,0000,4000,40,06,8240,82d0f6aa,1f0e2007,1eaebce70000000008bc7f355014000093b90000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,00a7,82d0f6aa,4e80722e,170ca3b800000000395a1275501400006f130000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,004c,6c9e,4000,40,11,db75,82d0f6aa,82d0f641,e1dc007b0038f2d623000620000000000000000000000000000000000000000000000000000000000000000000000000d2a6fc244f30bd5a, 7017
45,00,0028,0000,4000,40,06,9908,82d0f6aa,2fecf860,20d5879900000000ae0127d1501400008fc70000, 7017
45,00,0053,e6e7,0000,40,11,0a28,82d0f6aa,08080808,957f0035003f89db49b501000001000000000001023936033234380332333602343707696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,fde0,82d0f6aa,cf5af419,0644611a0000000000fa01385014000009510000, 7017
45,00,004a,0181,0000,40,11,ef97,82d0f6aa,08080808,99200035003689d25b1a010000010000000000010d6665646f726170726f6a656374036f7267000001000100002905c0000000000000, 7017
45,00,003c,4cff,4000,40,06,c4d8,82d0f6aa,98021767,acca0050df439e8500000000a002faf029130000020405b40402080a7a6cace90000000001030307, 7017
45,00,0034,4d00,4000,40,06,c4df,82d0f6aa,98021767,acca0050df439e8608fa25eb801001f6290b00000101080a7a6cad6e62b4eeab, 7017
45,00,0091,4d01,4000,40,06,c481,82d0f6aa,98021767,acca0050df439e8608fa25eb801801f6296800000101080a7a6cad6e62b4eeab474554202f7374617469632f686f7473706f742e74787420485454502f312e310d0a486f73743a206665646f726170726f6a6563742e6f72670d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a, 7017
45,00,0034,4d02,4000,40,06,c4dd,82d0f6aa,98021767,acca0050df439ee308fa2789801001f5290b00000101080a7a6cadf462b4ef31, 7017
45,00,0034,4d03,4000,40,06,c4dc,82d0f6aa,98021767,acca0050df439ee308fa278a801101f5290b00000101080a7a6cadf462b4ef31, 7017
45,00,0028,0000,4000,40,06,4c2e,82d0f6aa,2e6946be,1d04acfb000000007d8d274a5014000052570000, 7017
45,00,0028,0000,4000,40,06,aa7f,82d0f6aa,5778bf5d,1794c8b2000000000253516f50140000eb760000, 7017
45,00,004c,cdf7,4000,40,11,7a3c,82d0f6aa,82d0f621,932c007b0038f2b623000720000000000000000000000000000000000000000000000000000000000000000000000000e64b0998dfcbfa3f, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,a88f,82d0f6aa,93b9850c,24f2d996000000003461d4cf5014000015d60000, 7017
45,00,0054,3d65,0000,40,11,b3a9,82d0f6aa,08080808,bbd00035004089dcf5330100000100000000000102313203313333033138350331343707696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0044,693a,0000,40,01,a2b7,82d0f6aa,c2b431d8,030d6b1500000000454000289c2f0000f106bf58c2b431d882d0f6aadde601dfff006b5a0000000050020400f3b90000, 7017
45,00,0028,0000,4000,40,06,2938,82d0f6aa,cc4ccbd0,1794e5e10000000005aad57f50140000c5980000, 7017
45,c0,0050,6602,0000,40,01,a855,82d0f6aa,a2135007,030d68af00000000450000346c5700002f06b3d7a213500782d0f6aad700018d68a3c5bb000000008002fffffc8d0000020405b40103030801010402, 7017
45,00,004c,eb5e,4000,40,11,5cb5,82d0f6aa,82d0f641,8a72007b0038f2d623000620000000000000000000000000000000000000000000000000000000000000000000000000d6290579e94d30db, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,b2e9,82d0f6aa,a45c6a0f,08b9665800000000d4b1c1d950140000224d0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,a6b6,82d0f6aa,c4fb55a3,0c3298cd00000000f13ff915501400008c610000, 7017
45,00,0028,0000,4000,40,06,1263,82d0f6aa,d9b6d53b,23af8b5d000000005589806250140000026b0000, 7017
45,00,0028,0000,4000,40,06,3a0c,82d0f6aa,24ff624a,115c9db400000000ff265cd350140000a4010000, 7017
45,00,0052,61a4,0000,40,11,8f6c,82d0f6aa,08080808,9c220035003e89daa3ed010000010000000000010237340239380332353502333607696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0044,7dec,0000,40,01,8e05,82d0f6aa,c2b431d8,030d6b1500000000454000286ac10000f106f0c6c2b431d882d0f6aadde60070179e9c1b0000000050020400abca0000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,2516,82d0f6aa,b9f2e24c,2364868b00000000d74027fc50140000f0e90000, 7017
45,00,0028,0000,4000,40,06,aad1,82d0f6aa,c4fb5188,08ae93e100000000b776d5f550140000f5d50000, 7017
45,00,004c,26ff,4000,40,11,2115,82d0f6aa,82d0f641,99c6007b0038f2d6230006200000000000000000000000000000000000000000000000000000000000000000000000003a6bcc324fb9cc49, 7017
45,00,0028,0000,4000,40,06,a4aa,82d0f6aa,c4fb57af,0016a08900000000b9c26ff6501400004f520000, 7017
45,00,0028,0000,4000,40,06,cf1a,82d0f6aa,a2135027,259dc9730000000034ac546050140000cbfd0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,2516,82d0f6aa,b9f2e24c,236fcc9100000000b607dc265014000017e70000, 7017
45,00,0028,0000,4000,40,06,ca9d,82d0f6aa,a45c525b,0cc51cb500000000f633a06c501400007f830000, 7017
45,00,0028,0000,4000,40,06,211c,82d0f6aa,9f4100f8,24e38d8900000000c8b7277c50140000f37b0000, 7017
45,00,004c,e5c8,4000,40,11,626b,82d0f6aa,82d0f621,bc68007b0038f2b623000720000000000000000000000000000000000000000000000000000000000000000000000000d6fda3c4cf2f1da8, 7017
45,40,0028,0000,4000,40,06,2b7b,82d0f6aa,5fd635c4,1031aaf40000000054c620e3501400006fec0000, 7017
45,00,0028,0000,4000,40,06,409b,82d0f6aa,4f7c313e,1755a16f00000000f1a606db5014000004550000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,c0,0048,d04b,0000,40,01,6849,82d0f6aa,2d8e9a57,030d3e72000000004500002c42b10000f00646ba2d8e9a5782d0f6aae622005b2096b440000000006002040097710000020405b4, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,be02,82d0f6aa,b99c49b6,1b39a68800000000e7ebf87a5014000090da0000, 7017
45,00,004c,ef30,4000,40,11,58e3,82d0f6aa,82d0f641,aac5007b0038f2d623000620000000000000000000000000000000000000000000000000000000000000000000000000e7c6b6a2ee780d01, 7017
45,00,0028,0000,4000,40,06,a824,82d0f6aa,93b98577,1e01d5e700000000158f457d50140000ce2f0000, 7017
45,00,0055,3f70,0000,40,11,b19d,82d0f6aa,08080808,87310035004189ddfcc3010000010000000000010331313903313333033138350331343707696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,004a,40ca,0000,40,11,b04e,82d0f6aa,08080808,ee360035003689d28c32010000010000000000010d6665646f726170726f6a656374036f726700001c000100002905c0000000000000, 7017
45,c0,0050,e8fc,0000,40,01,5de8,82d0f6aa,2531945c,030d3022000000004520003460e500002d06f9b62531945c82d0f6aabdde00def88bd382000000008002ffffb16e0000020405820103030801010402, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,aae4,82d0f6aa,c4fb5175,1f5688d400000000bc38fcbb50140000bec50000, 7017
45,00,0028,0000,4000,40,06,a845,82d0f6aa,93b98556,09dfd5440000000061461c0e50140000c0cd0000, 7017
45,00,0054,b87a,0000,40,11,3894,82d0f6aa,08080808,acc90035004089dced9e0100000100000000000102383603313333033138350331343707696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,ab14,82d0f6aa,c4fb5145,162edeab000000005fb7ddb450140000edce0000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,004c,e926,4000,40,11,5eed,82d0f6aa,82d0f641,b643007b0038f2d623000620000000000000000000000000000000000000000000000000000000000000000000000000d0465b32c65e0ee0, 7017
45,c0,0048,8471,0000,40,01,636e,82d0f6aa,93b984e1,030d8f27000000004560002c781d0000f306bd3893b984e182d0f6aada46008f05c78e380000000060020400933b0000020405b4, 7017
45,00,0055,052a,0000,40,11,ebe3,82d0f6aa,08080808,a3350035004189dd378d010000010000000000010332323503313332033138350331343707696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,6a01,82d0f6aa,4b7f0bd5,07d0b20a000000008b68abed50140000edd00000, 7017
45,00,0053,f2a7,0000,40,11,fe67,82d0f6aa,08080808,cc170035003f89dbf88801000001000000000001033231330231310331323702373507696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0048,9e53,0000,40,01,396c,82d0f6aa,92be95fc,030d9f47000000004500002cacd40000670604c292be95fc82d0f6aa6658011d9251020d0000000060024c41addb0000020405b4, 7017
45,c0,0050,100f,0000,40,01,da22,82d0f6aa,c4fb5145,030d8cd50000000045000034bdf2000032063b16c4fb514582d0f6aa87f300010b6b0495000000008002ffff47600000020405b40103030801010402, 7017
45,00,004c,c8c3,4000,40,11,7f70,82d0f6aa,82d0f621,e021007b0038f2b623000720000000000000000000000000000000000000000000000000000000000000000000000000ddb2afa8ec513f59, 7017
45,00,0130,ccb1,4000,40,11,7a1e,82d0f6aa,82d0f6a1,00440043011cf41a01010600b0c02dc10001000082d0f6aa000000000000000000000000bc241104584500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501033d0701bc241104584537110102060c0f1a1c79032128292a77f9fc113902ffffff, 7017
45,00,004a,0329,0000,40,11,edef,82d0f6aa,08080808,d3ab0035003689d243af010000010000000000010d6665646f726170726f6a656374036f7267000001000100002905c0000000000000, 7017
45,00,003c,1538,4000,40,06,6563,82d0f6aa,26912015,bd6400506d7aa6cf00000000a002faf0c04f0000020405b40402080a76e5ce7f0000000001030307, 7017
45,00,004c,1e86,4000,40,11,292e,82d0f6aa,82d0f6a1,b027007b0038f3362300062000000000000000000000000000000000000000000000000000000000000000000000000018178b0c8022b465, 7017
45,00,0034,1539,4000,40,06,656a,82d0f6aa,26912015,bd6400506d7aa6d0ba80f366801001f6c04700000101080a76e5cefa193074c1, 7017
45,00,0091,153a,4000,40,06,650c,82d0f6aa,26912015,bd6400506d7aa6d0ba80f366801801f6c0a400000101080a76e5cefa193074c1474554202f7374617469632f686f7473706f742e74787420485454502f312e310d0a486f73743a206665646f726170726f6a6563742e6f72670d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a, 7017
45,00,0034,153b,4000,40,06,6568,82d0f6aa,26912015,bd6400506d7aa72dba80f508801001f5c04700000101080a76e5cf741930753b, 7017
45,00,0034,153c,4000,40,06,6567,82d0f6aa,26912015,bd6400506d7aa72dba80f508801101f5c04700000101080a76e5cf741930753b, 7017
45,00,0034,153d,4000,40,06,6566,82d0f6aa,26912015,bd6400506d7aa72eba80f509801001f5c04700000101080a76e5cf741930753b, 7017
45,00,004c,9d34,4000,40,11,aa7f,82d0f6aa,82d0f6a1,bcab007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000003d305384507481cf, 7017
45,00,004c,b00e,4000,40,11,97a5,82d0f6aa,82d0f6a1,ecec007b0038f3362300062000000000000000000000000000000000000000000000000000000000000000000000000087375f4ebbf84517, 7017
45,00,004c,7924,4000,40,11,ce8f,82d0f6aa,82d0f6a1,a540007b0038f33623000620000000000000000000000000000000000000000000000000000000000000000000000000630748a3d7302acb, 7017
45,10,0028,0000,4000,40,06,2a5c,82d0f6aa,40e25607,2335665800000000bb8d5db850140000fc980000, 7017
45,60,0028,0000,4000,40,06,a8bf,82d0f6aa,93b9847c,22a4d3b900000000fa76dde9501400004f610000, 7017
45,00,0055,016e,0000,40,11,ef9f,82d0f6aa,08080808,b0f50035004189dddadb010000010000000000010331323403313332033138350331343707696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,1bf1,82d0f6aa,5b8649de,0b5280de000000008bc278425014000000bc0000, 7017
45,40,0028,0000,4000,40,06,cc87,82d0f6aa,c2b431d9,1e7ddf3800000000cb545fef5014000018ce0000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,40,0028,0000,4000,40,06,cc88,82d0f6aa,c2b431d8,1a7ddde60000000071cca6435014000031550000, 7017
45,c0,0050,701a,0000,40,01,15ea,82d0f6aa,398140ed,030df1020000000045000034eb9300002f06ac47398140ed82d0f6aac452025702392684000000008002ffff8bc00000020405b40103030801010402, 7017
45,00,0028,0000,4000,40,06,7a62,82d0f6aa,0388436b,0599d4d800000000edc539a550140000ed850000, 7017
45,00,0028,0000,4000,40,06,f6fe,82d0f6aa,b2161840,1c9fc34e00000000b50083075014000054090000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,69a8,82d0f6aa,9de6b9c6,1732810f00000000c4d2cdae50140000b3e50000, 7017
45,00,0055,0f93,0000,40,11,e17a,82d0f6aa,08080808,a7e10035004189dd13ae010000010000000000010331393803313835033233300331353707696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,5c81,82d0f6aa,5b86094e,0c58a45200000000dbf3c3ae5014000081340000, 7017
45,00,004c,c76e,4000,40,11,8045,82d0f6aa,82d0f6a1,edcb007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000001bf9f4518965624d, 7017
45,60,0028,0000,4000,40,06,d3c4,82d0f6aa,cdd21f5e,0f45c49e000000009340f36550140000ee9a0000, 7017
45,00,0053,5c3b,0000,40,11,94d4,82d0f6aa,08080808,9d9a0035003f89dbdf5301000001000000000001023934023331033231300332303507696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0055,85f2,0000,40,11,6b1b,82d0f6aa,08080808,b9c60035004189dd2f0a010000010000000000010331373003323436033230380331333007696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,5454,82d0f6aa,9820d4e0,16499b4200000000a3d30951501400006aa40000, 7017
45,00,0054,b180,0000,40,11,3f8e,82d0f6aa,08080808,c3780035004089dc7a980100000100000000000103323234033231320233320331353207696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,aa74,82d0f6aa,5778bf68,2218ca32000000005031182550140000cad30000, 7017
45,00,0028,0000,4000,40,06,cf3a,82d0f6aa,a2135007,0e02e87500000000f1bff4a850140000675a0000, 7017
45,00,004c,467d,4000,40,11,01b7,82d0f6aa,82d0f621,e53d007b0038f2b6230007200000000000000000000000000000000000000000000000000000000000000000000000007820dee06eb60ead, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,a4aa,82d0f6aa,c4fb57af,0016996b00000000a73a82575014000056970000, 7017
45,c0,0050,b33b,0000,40,01,36f6,82d0f6aa,c4fb5145,030d8cd50000000045000034207b00002f06db8dc4fb514582d0f6aaeba600dea6ca4cbd000000008002ffffff470000020405b40103030801010402, 7017
45,00,004c,7d48,4000,40,11,ca6b,82d0f6aa,82d0f6a1,972c007b0038f33623000620000000000000000000000000000000000000000000000000000000000000000000000000c4b6691ae2c012f4, 7017
45,40,0028,0000,4000,40,06,cc88,82d0f6aa,c2b431d8,125adde6000000004e711cca50140000e64c0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,c0,0044,248a,0000,40,01,6880,82d0f6aa,d5d19da2,030de9fc00000000450000285d120000ea0686ced5d19da282d0f6aadc4900509221abe80000000050020400a44f0000, 7017
